id,Title,Body,State,Created At,Updated At,Labels,User
63,Work with ids during execution collection,"Currently, noWorkflow uses a ""complex"" data structure during execution: the Activation object has a list of children activations, a list of Object Values (for arguments, and globals), a list of File Access.

When we save it, we have to navigate the whole activation stack in order to set the actual id and save the activations in the correct order. 

It makes it harder to add features such as partial saving the data, since it has a very specific order  to save.

We could use something simpler that calculates its __id__ during the execution and just store it as is.

In this issue, I propose to stop using a global __id__ as primary key of Activation, ObjectValue, FileAccess and use restart the __id__ for every trial and use the combination __trial_id__, __id__ 

It is already implemented at the ObjectStore class for Program Slicing variables, dependencies and usages, so it won't be hard to adapt to Profiler.

However, this change will break all the existing databases, and may break other parts of the code.",closed,2015-10-28T00:16:18Z,2015-10-28T11:34:53Z,enhancement,JoaoFelipe
62,Support Threads,There are some discussion about it on #30 ,open,2015-10-28T00:00:15Z,2015-10-28T00:00:15Z,enhancement,JoaoFelipe
61,For loop extra variable for slicing,"In the following loop, Python traces the 'for' line 3 times, and the block lines 2 times
```python
for i in range(2):
    a = 5
    i = a
print(i)
```
Line Trace:
```
line 1: 'for i in range(3)'
line 2: 'a = 5'
line 3: 'i = a'
line 1: 'for i in range(3)'
line 2: 'a = 5'
line 3: 'i = a'
line 1: 'for i in range(3)'
line 4: 'print(i)'
```

Every time it traces a 'for' line, it creates a new slicing_variable 'i' that depends on 'range'.
However, since the 'for' line is executed one time more, before exiting the loop, an extra slicing_variable is created and we lose the reference that 'i' on line 4 was defined on line 3 and depends on 'a'",closed,2015-10-26T23:21:39Z,2016-02-06T07:10:14Z,bug,JoaoFelipe
60,Program slicing of GenExpr,"Program slicing is not capturing GenExpr dependencies properly.

Check the following code:
```python
def double(x):
    return 2*x

def other_scope(gen):
    cond = 4
    for i in gen:
        print(i)

cond = 2
lis = [1, 2, 3]
gen1 = (double(x) for x in lis)
gen2 = (double(double(x)) for x in lis)
gen3 = (x for x in lis if x > cond)

for j in gen1:
     print(j)
outer_scope(gen2)
outer_scope(gen3)
```",open,2015-10-26T23:14:44Z,2015-10-26T23:14:44Z,bug,JoaoFelipe
59,With statement during slicing bug,"When there are ""with"" statements, the slicing fails

Python calls \_\_enter\_\_ and \_\_exit\_\_ methods without the default CALL_FUNCTION bytecode and the slicing fails to match these calls

To fix it, it is necessary to deal with the 'with' bytecode:
SETUP_WITH (for \_\_enter\_\_) and WITH_CLEANUP (for \_\_exit\_\_)

It is also necessary do add a missing dependency. The optional variable depends on the result of \_\_enter\_\_:
```python
class MyWith(object):
    def __enter__(self):
        a = 2
        return a

    def __exit__(self, exc_type, exc_val, exc_tb):
        return True

ignore_exceptions = MyWith()

with ignore_exceptions as value:
    print(value)
    invalid_code

print('done')
```
 
In this example, 'value' depends on the result of 'ignore_exceptions.\_\_enter\_\_', that depends on 'a'
",closed,2015-10-26T03:11:37Z,2015-10-26T23:46:41Z,bug,JoaoFelipe
58,Debugger,Use provenance for debugging,closed,2015-10-25T20:50:08Z,2015-11-09T04:23:17Z,enhancement,JoaoFelipe
57,Prolog name rule mix access id with activation id,Add prefix to access id for disambiguation,closed,2015-08-09T23:03:47Z,2015-08-18T14:08:10Z,bug,JoaoFelipe
55,Add loading icon,"Some trial information are taking some time to load. While it is loading, now vis show a blank space. A loading gif is useful to indicate it is loading",closed,2015-05-29T00:00:21Z,2016-02-26T21:32:25Z,enhancement,JoaoFelipe
54,Select what does it capture,"Curently, it is possible to capture execution provenance at two granularities:
- Coarse-grained granularity (Profiler): function activations, parameters, globals, files
- Fine-grained granularity (Tracer): (Profiler) + variables values and dependencies between variables

It would be nice to have more freedom in selecting what to capture:
- I want to capture function activations using the Profiler, but skip capturing the files, since they can be too big
- I want to capture variable dependencies using the Tracer for program slicing, but skip capturing everthing else",open,2015-05-28T23:51:27Z,2016-02-01T19:56:21Z,enhancement,JoaoFelipe
52, Integrate noWorkflow and ReproZip,"ReproZip could have provenance analysis like noWorkflow; also, noWorkflow can use the provenance captured by ReproZip to improve its analysis. Many of the applied math examples use Python + Fortran: in fact, many of the file operations happen in the Fortran side. When combining both tools, even the non-Python operations could be detected and integrated.",open,2015-05-28T23:41:19Z,2015-05-28T23:41:19Z,enhancement,JoaoFelipe
51,Diff for function activations,Compare activations parameters and returns between trials,open,2015-05-28T23:39:48Z,2015-05-28T23:39:54Z,enhancement,JoaoFelipe
50,Cache activation graphs,"Some activation graphs are taking a long time for calculations.
Maybe a cache can minimize this problem

A cache may also help on loading pre-calculated results of #49
",closed,2015-05-28T23:37:38Z,2016-02-26T21:32:25Z,enhancement,JoaoFelipe
49,Metaheuristic for matching activation graphs,"Use a metaheuristics to improve the activation graph matching on diffs
",closed,2015-05-28T23:36:03Z,2016-02-26T21:32:37Z,enhancement,JoaoFelipe
48,Default now run is not capturing global variables,,closed,2015-05-04T03:16:39Z,2016-02-26T21:32:45Z,bug,JoaoFelipe
47,IPython Required?,"I think that the `.now.ipython` import in `noworkflow/__init__.py` means that IPython is required to run noWorkflow conflicting the README. However, I tried moving that import inside the `load_ipython_extension` method, and that did allow the help message to be printed without IPython installed.",closed,2015-04-14T17:55:19Z,2016-02-26T21:32:55Z,bug,dakoop
46,Cell Magic for IPython Notebook,"Support cell magic for ipython notebook:
Example
```python
In [1]: my_var = 2
In [2]: %%now --name script1 $my_var 30
   ...: import sys
   ...: print(sys.argv[1])
   ...: print(sys.argv[2])
2
30
Out [2]: <Trial 1>
```
This should run the code in the cell using noworkflow and return a trial object.
The default visualization of a trial object is an activation graph using ipython notebook. ",closed,2015-03-26T03:37:44Z,2016-02-26T21:33:05Z,enhancement,JoaoFelipe
45,Rename checkout operation to restore,,closed,2015-03-17T15:48:16Z,2016-02-26T21:32:55Z,enhancement,JoaoFelipe
44,"Add parameter to select directory for show, list, export, diff, vis and checkout",,closed,2015-02-27T20:36:00Z,2016-02-26T21:32:55Z,enhancement,JoaoFelipe
43,Invalid call identification by column causes KeyError with Tracer,"The error appears by running “now run -e Tracer tests/weather/simulation.py tests/weather/data1.dat tests/weather/data2.dat” on version 0.7.0. The error message is attached below.

```python
[now] the execution finished with an uncaught exception. Traceback (most recent call last):
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/cmd/cmd_run.py"", line 109, in run
    exec(metascript['compiled'], __main__.__dict__)
  File ""/Users/syc/Documents/noworkflow/tests/weather/simulation.py"", line 38, in <module>
    data = run_simulation(data_a, data_b)
  File ""/Users/syc/Documents/noworkflow/tests/weather/simulation.py"", line 7, in run_simulation
    a = csv_read(data_a)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/prov_execution/slicing.py"", line 330, in tracer
    return super(Tracer, self).tracer(frame, event, arg)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/prov_execution/profiler.py"", line 174, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/prov_execution/base.py"", line 44, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/prov_execution/slicing.py"", line 306, in trace_return
    super(Tracer, self).trace_return(frame, event, arg)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/prov_execution/profiler.py"", line 160, in trace_return
    self.close_activation(event, arg)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/prov_execution/slicing.py"", line 176, in close_activation
    self.slice_line(*line)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/prov_execution/slicing.py"", line 169, in slice_line
    add_dependencies(variables[vid], activation, others)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/prov_execution/slicing.py"", line 142, in add_dependencies
    add_dependency(var, dep, activation)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.7.0-py2.7.egg/noworkflow/now/prov_execution/slicing.py"", line 120, in add_dependency
    call = self.call_by_col[dep[0]][dep[1]]
KeyError: -1
```

Bug reported by Suzanna Yang Cao",closed,2015-02-26T21:29:30Z,2016-02-26T21:33:15Z,bug,JoaoFelipe
42,Detect variable usage during del operation for program slicing,"When a variable is deleted, its ctx is set as ""Del"". Variable usages are created using only ctx ""Load"". So it is not possible to query ""Where did the variable X deleted in line 7 come from"", as this deletion is not stored.",closed,2015-02-22T02:49:56Z,2015-10-26T23:46:29Z,bug,JoaoFelipe
41,tests fails,"Installed from pip and running with python 2.7.6.

  File ""/User/lib/python2.7/site-packages/noworkflow/now/prov_definition/function_visitor.py"", line 89, in extract_disasm
    self.metascript['code'], self.metascript['path'], 'exec')
  File ""/noworkflow/tests/example1.py"", line 22
    print 40
           ^
SyntaxError: invalid syntax
",closed,2015-02-06T16:27:11Z,2016-02-26T21:33:22Z,bug,aspinuso
40,IPython notebook support for data visualization,"Since IPython notebook files can be shared, it would be good to support an export method for trials, history and even prolog facts that could be loaded on IPython notebook without relying on the visualization tool server.",closed,2015-01-19T14:58:06Z,2016-02-26T21:33:22Z,enhancement,JoaoFelipe
39,Python Omniscient Debugger,"Python Omniscient Debugger: https://github.com/rodsenra/pode

They capture variables and events in a similar way that we do for program slicing (using python tracer). 
The main difference is that they don't capture the dependencies. They capture only the values after the assignments.
Another difference is that while we look at the AST, they look at the disasm to extract assingments, which is probably easier. Maybe we can explore it in the future since we already look at the disasm to extract the position of function calls.

There is a hangout in portuguese explaining the code: https://www.youtube.com/watch?v=MxzZXBI5T1s
",open,2014-12-19T03:02:07Z,2014-12-19T03:02:07Z,related work,JoaoFelipe
38,Dynamic Slicing of python programs,http://ieeexplore.ieee.org/xpl/login.jsp?tp=&arnumber=6899220&url=http%3A%2F%2Fieeexplore.ieee.org%2Fxpls%2Fabs_all.jsp%3Farnumber%3D6899220,open,2014-11-18T13:55:09Z,2014-11-19T01:02:54Z,related work,JoaoFelipe
37,yield during slicing bug,"The following code does not work with the program slicing:
```python
def f(l):
	for x in l:
		yield x

a = range(10)
for x in f(a):
	print x
```

Traceback
```
python ~/noworkflow/capture/noworkflow/main.py run -e Tracer test_cov.py 
33
[now] the execution finished with an uncaught exception. Traceback (most recent call last):
  File ""/home/joao/noworkflow/capture/noworkflow/now/cmd/cmd_run.py"", line 91, in run
    exec(metascript['compiled'], __main__.__dict__)
  File ""/home/joao/noworkflow/tests/test_cov.py"", line 6, in <module>
    for x in f(a):
  File ""/home/joao/noworkflow/tests/test_cov.py"", line 1, in f
    def f(l):
  File ""/home/joao/noworkflow/capture/noworkflow/now/prov_execution/slicing.py"", line 323, in tracer
    return super(Tracer, self).tracer(frame, event, arg)
  File ""/home/joao/noworkflow/capture/noworkflow/now/prov_execution/profiler.py"", line 151, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/home/joao/noworkflow/capture/noworkflow/now/prov_execution/base.py"", line 34, in tracer
    self.event_map[event](frame, event, arg)
  File ""/home/joao/noworkflow/capture/noworkflow/now/prov_execution/slicing.py"", line 285, in trace_call
    self.add_argument_variables(frame)
  File ""/home/joao/noworkflow/capture/noworkflow/now/prov_execution/slicing.py"", line 243, in add_argument_variables
    call = self.call_by_lasti[back.f_lineno][back.f_lasti]
KeyError: 33
```

Disasm
```python
  1           0 LOAD_CONST               0 (<code object f at 0x7f66e3267730, file ""/home/joao/noworkflow/tests/test_cov.py"", line 1>)
              3 MAKE_FUNCTION            0
              6 STORE_NAME               0 (f)

  5           9 LOAD_NAME                1 (range)
             12 LOAD_CONST               1 (10)
             15 CALL_FUNCTION            1 | F(func=['range'], args=[[]], keywords={}, *args=[], **kwargs=[])
             18 STORE_NAME               2 (a)

  6          21 SETUP_LOOP              25 (to 49)
             24 LOAD_NAME                0 (f)
             27 LOAD_NAME                2 (a)
             30 CALL_FUNCTION            1 | F(func=['f'], args=[['a']], keywords={}, *args=[], **kwargs=[])
             33 GET_ITER            
        >>   34 FOR_ITER                11 (to 48)
             37 STORE_NAME               3 (x)

  7          40 LOAD_NAME                3 (x)
             43 PRINT_ITEM          
             44 PRINT_NEWLINE       
             45 JUMP_ABSOLUTE           34
        >>   48 POP_BLOCK           
        >>   49 LOAD_CONST               2 (None)
             52 RETURN_VALUE        
  2           0 SETUP_LOOP              19 (to 22)
              3 LOAD_FAST                0 (l)
              6 GET_ITER            
        >>    7 FOR_ITER                11 (to 21)
             10 STORE_FAST               1 (x)

  3          13 LOAD_FAST                1 (x)
             16 YIELD_VALUE         
             17 POP_TOP             
             18 JUMP_ABSOLUTE            7
        >>   21 POP_BLOCK           
        >>   22 LOAD_CONST               0 (None)
             25 RETURN_VALUE    
```


```python
line = 6
last_i = 33 
call_by_lasti = defaultdict(<type 'dict'>, {
    1: {}, 
    2: {}, 
    3: {}, 
    5: {15: F(func=['range'], args=[[]], keywords={}, *args=[], **kwargs=[])}, 
    6: {30: F(func=['f'], args=[['a']], keywords={}, *args=[], **kwargs=[])}, 
    7: {}})
```

In the line 6, it captures the function ""f"" with last_i 30, but during the execution the ""for"" calls the function through get_iter (last_i 33)
",closed,2014-11-16T15:38:38Z,2015-10-26T23:46:21Z,bug,JoaoFelipe
36,"Set, dict, generic comprehension and disasm bug","The only comprehension that is working is the list comprehension. The others (dict, set, parameter) fail during the disasm phase
```python
a = range(10)
b = [x for x in a] # ok
c = sum(x for x in a) # fails
d = {x for x in a} # fails
e = {x:x for x in a} # fails  
```

It seems that those comprehensions call a function in the disassembly but the function is not being caught in the AST phase, so the disasm phase cannot match the function in the following line 
```python
calls_by_lasti[f_lasti] = calls_by_line[col]
```",closed,2014-11-16T15:23:43Z,2016-02-26T21:33:15Z,bug,JoaoFelipe
35,Complex data slicing,"The current program slicing does not handle complex data such as lists, dicts and objects very well.
ToDo: 
- Consider __getitem__: a[b]
- Consider __getattr__: a.b
- Treat parameters and assignments of variables that are references. 

Current issues:
```python
def fn(x, y, z, w):
    x.attr = y 

o = SomeObject()
a, b, c = 1, 2, 3
o[a] = b 
v = o
v[a] = c 

fn(o, a, b, c)
```

With the line ""v[a] = c"", both ""o[a]"" and ""v[a]"" should depend on ""c"". 
With the line ""x.attr = y"", both ""x.attr"", ""v.attr"" and ""o.attr"" should depend on ""y"".
How to deal with these situations?

There are some discussion regarding this issue in #19 ",open,2014-11-06T00:38:41Z,2014-11-06T11:23:03Z,enhancement,JoaoFelipe
34,Navigate to previous versions,"I just realized that I didn't create an issue for this part of the cm project

I need a suggestion for the command name: navigate, checkout, restore?
",closed,2014-10-03T02:06:57Z,2016-02-26T21:33:30Z,enhancement,JoaoFelipe
33,Semantic Versioning for Trial,"I liked the idea proposed to Vitor to use a trial id using the format MAJOR.MINOR.PATCH, and I think it can be applied here

Meaning:
MAJOR: code version
MINOR: params version
PATCH: execution number

For example, let`s say I have the following script
```python
# script.py
import sys
print sys.argv
```
If I execute `now run script.py 1`, it should generate the trial id 0.0.0 (or maybe another starting number) 
If I execute the exactly same command again, it generate the trial id 0.0.1 and so on

If I change the params and execute `now run script.py 2`, it should generate the trial id 0.1.0
If I change the params again and execute `now run script.py 3`, it should generate the trial id 0.2.0

If I decide to change the code:
```python
# script.py
import sys
print sys.argv[1]
```
And execute it again `now run script.py 1`, the new version should be 1.0.0

----

Questions:
1- Is it natural to have a Trial 0.0.0? Or it is better to start with 1.1.1? Or even 0.0.1?
2- Are the params independent from the code version? In the previous example, after changing the code, if I run `now run script.py 3`, should it generate the trial id 1.2.0 (knowing that the param '3' was used in 0.2.0) or generate the trial id 1.1.0, because the last MINOR was 0?



",open,2014-09-11T06:22:20Z,2014-09-11T14:27:09Z,enhancement,JoaoFelipe
32,Function args not being captured,"After the refactoring that replaced the inspect.getargvalues(frame), the sequential args stopped being captured.

*args and **kwargs still work ",closed,2014-09-08T20:38:20Z,2016-02-26T21:34:07Z,bug,JoaoFelipe
31,Parametrize the graph visualization (combine counting vs independent counting),"As @leomurta suggested in #28:

> This can be parametrized. Depending on the analysis scenario, the user may switch the plug and observe the data in a different way. Actually, try to play with both visualizations to figure out which questions they help on answering.

> The problem that I foresee in not propagating is this: if the function has a control structure that switches 90% of the time to a() and 10% of the time to b(), you would show two call edges, both with weight 1, one to a() and the other to b(). This does not clearly reflect the call distribution.

> My feeling: the visualization without propagation mimics the syntactic structure of the script. The visualization with propagation mimics the dynamic structure of the system. In a more complex graph, the explicit count (with propagation) is probably easier to see how many times each function is being executed.

",closed,2014-09-06T23:59:11Z,2016-02-26T21:34:33Z,enhancement,JoaoFelipe
30,The id column in the database does not express anymore the order in which the element appears,"Previous versions of noWorkflow assumed that the id column in the database reflects the order in which functions are activated, arguments are passed, and so on. After the change to store data in batch, this property got lost. Not sure if it is important to keep this property or not, but this should be checked. 

The graph visualization, for instance, processes function activations ordered by id. I am changing it to order by start time. However, it is worth it to search for other ""order by id"" in the project and evaluate possible side effects. Arguments may need to have an extra field to express the order they appear.",closed,2014-09-05T22:00:10Z,2015-10-28T03:57:12Z,bug,leomurta
29,Use collapse to allow showing/omitting inner function subgraph,"Currently we plot the whole graph, showing all nodes at once. An alternative for this is replacing somehow the call/return edges by node collapse. When clicked, a node would expose its inner nodes, together with their sequence edges, recursively. ",closed,2014-09-04T03:11:13Z,2016-02-26T21:34:43Z,enhancement,leomurta
28,Function within loop bug,"This bug apparently occurs because we use caller_id, line and name to compose the key for grouping different activations of the same function call. But caller_id changes in each invocation. 

Using the complete namespace (line/name of all functions in the call stack) and the line/name of the current function as a key to identify functions will probably solve this bug.",closed,2014-09-04T02:06:23Z,2014-09-06T23:59:11Z,bug,leomurta
27,Erro ao tentar pegar valor atual da SEQUENCE no BD,"Tentei rodar a versão mais recente do master e recebo o seguinte erro. Minha versão do Python é 2.7.3:
```
camundongo:weather leomurta$ now run simulation.py data1.dat data2.dat 
Traceback (most recent call last):
  File ""/Users/leomurta/Library/Enthought/Canopy_64bit/User/bin/now"", line 9, in <module>
    load_entry_point('noworkflow==0.3.1-dev', 'console_scripts', 'now')()
  File ""/Users/leomurta/workspace/noworkflow/capture/noworkflow/now.py"", line 65, in main
    args.func(args)
  File ""/Users/leomurta/workspace/noworkflow/capture/noworkflow/cmd_run.py"", line 64, in execute
    prov_execution.store()  # TODO: exceptions should be registered as return from the activation and stored in the database. We are currently ignoring all the activation tree when exceptions are raised.
  File ""/Users/leomurta/workspace/noworkflow/capture/noworkflow/prov_execution.py"", line 269, in store
    provider.store()
  File ""/Users/leomurta/workspace/noworkflow/capture/noworkflow/prov_execution.py"", line 226, in store
    persistence.update_trial(now, self.function_activation)
  File ""/Users/leomurta/workspace/noworkflow/capture/noworkflow/persistence.py"", line 132, in update_trial
    store_function_activation(function_activation, None)
  File ""/Users/leomurta/workspace/noworkflow/capture/noworkflow/persistence.py"", line 219, in store_function_activation
    function_activation_id = function_activation_id_seq()
  File ""/Users/leomurta/workspace/noworkflow/capture/noworkflow/persistence.py"", line 114, in function_activation_id_seq
    (an_id,) = db.execute(""select seq from SQLITE_SEQUENCE WHERE name='function_activation'"").fetchone()
TypeError: 'NoneType' object is not iterable
```",closed,2014-09-04T01:24:59Z,2016-02-26T21:33:47Z,bug,leomurta
26,Python 3 support,"Provide python 3 support, and keep python 2.7 support",closed,2014-08-26T18:30:52Z,2016-02-26T21:34:33Z,enhancement,JoaoFelipe
25,Prolog export bug,"I wrote a simple python script, executed it (now run script.py) and tried to export it to prolog (now export -r >> result.pl)
The generated .pl didn't have the access facts and when I tried to query the results, I received errors

script.py
```python
def fn(arg1):
    print arg1
def main():
    fn(""teste"")
if __name__ == '__main__':
    main()
```

result.pl
```prolog

%
% FACT: activation(id, name, start, finish, caller_activation_id).
%

activation(1, '/home/joao/projects/exemplo/script.py', 1408974736.650279, 1408974736.651658, nil).
activation(2, 'main', 1408974736.650899, 1408974736.651635, 1).
activation(3, 'fn', 1408974736.651465, 1408974736.651602, 2).

%
% FACT: access(id, name, mode, content_hash_before, content_hash_after, timestamp, activation_id).
%


%
% ID-BASED ACCESSOR RULES FOR
% activation(id, name, start, finish, caller_activation_id).
% access(id, name, mode, content_hash_before, content_hash_after, timestamp, activation_id).
%

name([], []).
name([Id|Ids], [Name|Names]) :- name(Id, Name), name(Ids, Names).
name(Id, Name) :- activation(Id, Name, _, _, _).
name(Id, Name) :- access(Id, Name, _, _, _, _, _).

timestamp_id(Id, Start, start) :- activation(Id, _, Start, _, _).
timestamp_id(Id, Finish, finish) :- activation(Id, _, _, Finish, _).
timestamp_id(Id, Timestamp) :- access(Id, _, _, _, _, Timestamp, _).
duration_id(Id, Duration) :- timestamp_id(Id, Start, start), timestamp_id(Id, Finish, finish), Duration is Finish - Start.
successor_id(Before, After) :- timestamp_id(Before, TS1, start), timestamp_id(After, TS2, finish), TS1 =< TS2.
successor_id(Before, After) :- timestamp_id(Before, TS1), timestamp_id(After, TS2), TS1 =< TS2.

activation_id(Caller, Called) :- activation(Called, _, _, _, Caller).

mode_id(Id, Mode) :- access(Id, _, Mode, _, _, _, _).
file_read_id(Id) :- mode_id(Id, Mode), atom_prefix(Mode, 'r').
file_written_id(Id) :- mode_id(Id, Mode), atom_prefix(Mode, 'w').

hash_id(Id, Hash, before) :- access(Id, _, _, Hash, _, _, _).
hash_id(Id, Hash, after) :- access(Id, _, _, _, Hash, _, _).
changed_id(Id) :- hash_id(Id, Hash1, before), hash_id(Id, Hash2, after), Hash1 \== Hash2.

access_id(Function, File) :- access(File, _, _, _, _, _, Function).

%
% ID-BASED INFERENCE RULES
%

activation_stack_id(Called, []) :- activation_id(nil, Called). 
activation_stack_id(Called, [Caller|Callers]) :- activation_id(Caller, Called), activation_stack_id(Caller, Callers).

indirect_activation_id(Caller, Called) :- activation_stack_id(Called, Callers), member(Caller, Callers).

% Naive! Should check arguments and return values (program slicing?) to avoid false positives
activation_influence_id(Influencer, Influenced) :- successor_id(Influencer, Influenced).

access_stack_id(File, [Function|Functions]) :- access_id(Function, File), activation_stack_id(Function, Functions).

indirect_access_id(Function, File) :- access_stack_id(File, Functions), member(Function, Functions).

access_influence_id(Influencer, Influenced) :- file_read_id(Influencer), file_written_id(Influenced), successor_id(Influencer, Influenced), access_id(F1, Influencer), access_id(F2, Influenced), activation_influence_id(F1, F2).

%
% NAME-BASED ACCESSOR RULES
%

timestamp(Name, Timestamp, Moment) :- timestamp_id(Id, Timestamp, Moment), name(Id, Name).
timestamp(Name, Timestamp) :- timestamp_id(Id, Timestamp), name(Id, Name).
duration(Name, Duration) :- duration_id(Id, Duration), name(Id, Name). 
successor(Before, After) :- successor_id(Before_id, After_id), name(Before_id, Before), name(After_id, After).
mode(Name, Mode) :- mode(Id, Mode), name(Id, Name).
file_read(Name) :- file_read_id(Id), name(Id, Name).
file_written(Name) :- file_written_id(Id), name(Id, Name).
hash(Name, Hash, Moment) :- hash_id(Id, Hash, Moment), name(Id, Name).
changed(Name) :- changed_id(Id), name(Id, Name).

%
% NAME-BASED INFERENCE RULES
%

activation_stack(Called, Callers) :- activation_stack_id(Called_id, Caller_ids), name(Called_id, Called), name(Caller_ids, Callers).
indirect_activation(Caller, Called) :- indirect_activation_id(Caller_id, Called_id), name(Called_id, Called), name(Caller_id, Caller).
activation_influence(Influencer, Influenced) :- activation_influence_id(Influencer_id, Influenced_id), name(Influencer_id, Influencer), name(Influenced_id, Influenced).
access_stack(File, Functions) :- access_stack_id(File_id, Functions_id), name(File_id, File), name(Functions_id, Functions).
indirect_access(Function, File) :- indirect_access_id(Function_id, File_id), name(Function_id, Function), name(File_id, File).
access_influence(Influencer, Influenced) :- access_influence_id(Influencer_id, Influenced_id), name(Influencer_id, Influencer), name(Influenced_id, Influenced).
```

Execution:
```
$ swipl
?- [result].
% result compiled 0.00 sec, 44 clauses
true.

?- name(X, 'fn').
X = 3
?- activation_stack('fn', X).
ERROR: name/2: Undefined procedure: access/7
   Exception: (8) access(1, fn, _G1015, _G1016, _G1017, _G1018, _G1019) ?
```
",closed,2014-08-25T17:22:33Z,2016-02-26T21:33:46Z,bug,JoaoFelipe
24,Investigate techniques for summarizing and visualizing provenance graphs,"Also analyze different ways to contrast different trials.

Related work regarding trace diff: http://www.bibbase.org/network/publication/missier-woodman-hiden-watson-provenanceanddatadifferencingforworkflowreproducibilityanalysis-2013",open,2014-08-08T05:29:57Z,2014-08-08T05:29:57Z,enhancement related work,JoaoFelipe
24,Investigate techniques for summarizing and visualizing provenance graphs,"Also analyze different ways to contrast different trials.

Related work regarding trace diff: http://www.bibbase.org/network/publication/missier-woodman-hiden-watson-provenanceanddatadifferencingforworkflowreproducibilityanalysis-2013",open,2014-08-08T05:29:57Z,2014-08-08T05:29:57Z,enhancement related work,JoaoFelipe
23,Integrate provenance at different levels,E.g.: Integrate operating system level with function level,open,2014-08-08T05:25:31Z,2014-08-08T05:25:44Z,enhancement,JoaoFelipe
22,Include data in the provenance graph,"When possible, include argument and return values,
This would not be possible for loops",closed,2014-08-08T05:21:00Z,2016-02-26T21:34:43Z,enhancement,JoaoFelipe
21,Workflow evolution story,"Create a graph with trial nodes as revisions. (VisTrails-style provenance)
When you clink on a node, it should open the trial workflow

Eg.: http://www.vistrails.org/index.php/File:Cmop-ss.png ",closed,2014-08-08T05:17:42Z,2016-02-26T21:34:33Z,enhancement,JoaoFelipe
20,Configure granularity of capture,"Possible configurations
- Capture all variables being used
- Capture provenance at user-defined function level (default)
- Capture provenance at deeper function levels",open,2014-08-08T04:52:25Z,2014-08-08T04:52:33Z,enhancement,JoaoFelipe
19,Program slicing,Extract the program slicing to better identify function/data dependencies,closed,2014-08-08T04:35:40Z,2016-02-26T21:34:07Z,enhancement,JoaoFelipe
18,Very slow execution,A script using netCDF4 that executes in less than 5s with pure python is taking more than 2 hours to execute with noWorkflow. I believe it is an issue with the storage of activations with sqlite since the script is O(n³) and n seems to be big,closed,2014-08-08T03:56:25Z,2016-02-26T21:33:46Z,bug,JoaoFelipe
